,i,j,MI_S,MI_B,delta
1190,jj_lnu_dEta,trijet_bijet_dEta,0.08638469571396953,0.07251664896320568,0.013868046750763849
1033,jj_l_dPhi,ak4_jet0_eta,0.013887642550096599,4.8457555908570926e-05,0.013839184994188028
361,min_b_l_dPhi,met_pt,0.01435451453905225,0.0005157004534695198,0.01383881408558273
518,min_b_lnu_dPhi,ak4_jet0_eta,0.013863637974169628,5.198175233180752e-05,0.013811656221837821
536,min_b_lnu_dPhi,blnu_mT,0.018290356612400735,0.004484608420886136,0.013805748191514599
2004,bb_lnu_dEta,bjet_bijet_dR,0.017855844899564564,0.004061545945176815,0.01379429895438775
1702,ak4_jet0_eta,jj_lnu_dPhi,0.013788967104015927,7.549956246973022e-06,0.013781417147768954
1585,nAK4_btag,bjet1_pt,0.02982995070594746,0.016050847916853378,0.013779102789094083
746,all_mT,lep0_eta,0.017965599640832504,0.004195770379634811,0.013769829261197693
661,ak4_jet2_pt,trijet_pt_rat,0.02222658458086365,0.008514980387049821,0.013711604193813828
313,ak4_jet1_bscore,bjets_mbb,0.02440908442182866,0.01070422696019711,0.01370485746163155
1619,bjet_bijet_dEta,ak4_jet3_phi,0.013708926290976389,4.606765293672932e-06,0.013704319525682716
709,ak4_jet2_pt,bjet_bijet_dR,0.01905852309911985,0.0053565871925094245,0.013701935906610424
1424,WW_mT,bb_lnu_dEta,0.01417130293680819,0.00047487219618048276,0.013696430740627707
1951,lep0_eta,bb_lnu_dR,0.01433817615602144,0.0006509437002695032,0.013687232455751937
302,ak4_jet1_bscore,blnu_mT,0.015342395087971621,0.0016598916315570707,0.01368250345641455
210,ak4_jet2_bscore,jj_lnu_dR,0.015565684331643428,0.0018858067685515977,0.01367987756309183
251,ak4_jet2_bscore,bjets_pt_bb,0.01759979443199618,0.003923186621598938,0.013676607810397243
2057,met_pt,all_sT,0.1412240855841337,0.12755455887933814,0.01366952670479557
2041,bjets_mean_pt,blnu_mT,0.15623272168346225,0.14256340573193582,0.013669315951526428
1175,jj_lnu_dEta,met_phi,0.01366568232657741,7.707940406408154e-06,0.013657974386171001
286,ak4_jet1_bscore,ak4_jet1_eta,0.02670257284563419,0.013049402732983988,0.0136531701126502
2085,bjets_dPhi,bjet_bijet_dR,0.10332414113697974,0.08967329619555203,0.013650844941427709
696,ak4_jet2_pt,bb_lnu_dEta,0.013873105868827056,0.00022743101704476854,0.013645674851782287
2123,jj_lnu_dPhi,blnu_pt,0.1335271631647642,0.1471639822056412,0.01363681904087699
2001,bb_lnu_dEta,jj_lnu_dPhi,0.01776727849176557,0.004153574749983777,0.013613703741781794
1124,blnu_lnu_mT,ak4_jet0_eta,0.014636729271394457,0.001023091955271456,0.013613637316123
1110,blnu_lnu_mT,jj_lnu_dEta,0.015656208488791092,0.0020543445802284344,0.013601863908562658
720,all_mT,trijet_bijet_dR,0.0243436372639715,0.03793719436707223,0.013593557103100729
232,ak4_jet2_bscore,ak4_jet2_phi,0.013697475622829906,0.00010966085763174094,0.013587814765198165
1936,lep0_eta,mjj,0.013650408505921478,6.870199141403854e-05,0.013581706514507439
416,lep0_pt,bb_lnu_dEta,0.01507107493726595,0.00149084070371968,0.01358023423354627
1355,ak4_jet3_bscore,all_sT,0.02232946307771883,0.00875108492195589,0.01357837815576294
1885,met_phi,bb_lnu_dPhi,0.013575888555745291,7.169250915484149e-06,0.013568719304829807
461,ak4_jet1_pt,ak4_jet0_eta,0.01365103065088489,9.257945464914707e-05,0.013558451196235742
1474,blnu_bl_mInv,bjet_bijet_dR,0.01658916197907215,0.0030340553912611354,0.013555106587811016
14,bjet0_pt,min_b_l_dR,0.016085855748426314,0.029633308968892408,0.013547453220466094
741,all_mT,ak4_jet3_eta,0.02019041573762327,0.006643679877490611,0.01354673586013266
1755,ak4_jet1_eta,bjets_dPhi,0.013640916406676879,9.87228335903173e-05,0.013542193573086562
865,ak4_jet0_bscore,bjet_bijet_dR,0.014950301895421476,0.0014100475518907009,0.013540254343530775
1650,bjet1_pt,ak4_jet3_phi,0.01354635872035008,6.675492846018594e-06,0.013539683227504061
581,WW_pt,met_phi,0.013539900563318434,8.24887647613709e-06,0.013531651686842297
999,all_pt,bb_lnu_dEta,0.013629177659608863,0.00010983045501684191,0.013519347204592021
248,ak4_jet2_bscore,bjets_dEta,0.013607316468364307,0.00012088728482920891,0.013486429183535098
2036,all_jets_HT,bb_lnu_dR,0.026562089778715586,0.04003346219559632,0.013471372416880737
1743,ak4_jet1_eta,met_phi,0.013472280472778212,9.65964292237026e-06,0.013462620829855842
1939,lep0_eta,all_jets_HT,0.01369551189562061,0.0002776185336875875,0.013417893361933022
1188,jj_lnu_dEta,bjets_dR,0.015377606284316406,0.001962617586423635,0.01341498869789277
371,min_b_l_dPhi,bb_lnu_dR,0.05373595519115726,0.040328721290763744,0.013407233900393514
873,min_b_l_dR,trijet_bijet_dR,0.02859374037774348,0.01520399141211351,0.013389748965629968
1036,jj_l_dPhi,lep0_phi,0.013384355033835935,1.0571638842611641e-05,0.013373783394993323
166,all_mInv,ak4_jet3_eta,0.01999333629681974,0.00662768168479148,0.013365654612028259
1812,ak4_jet2_eta,jj_lnu_dPhi,0.013446132303341515,8.258762213565057e-05,0.013363544681205864
986,all_pt,ak4_jet0_eta,0.013953798977780135,0.0006083606710327108,0.013345438306747424
1638,bjet_bijet_dEta,bjets_dR,0.01980461864005628,0.006460262775466803,0.013344355864589475
963,ak4_jet3_pt,bjets_dEta,0.013475303213910616,0.00013099080890790343,0.013344312405002712
101,ak4_jet0_pt,lep0_phi,0.013348136497083867,5.301257570554385e-06,0.013342835239513313
258,ak4_jet1_bscore,WW_pt,0.016805444354900997,0.0034637374602834482,0.013341706894617548
897,min_b_l_dR,ak4_jet1_phi,0.013334020351863537,5.907277085936968e-06,0.0133281130747776
59,bjet0_pt,bjets_dEta,0.014381329463104477,0.0010582118567825163,0.01332311760632196
1331,ak4_jet3_bscore,nAK4_btag,0.03847389428206747,0.025155852171208345,0.013318042110859123
35,bjet0_pt,ak4_jet3_phi,0.013315569941602157,4.709207366900003e-06,0.013310860734235257
1196,jj_lnu_dEta,bjets_pt_bb,0.013621122256197802,0.0003243082812535193,0.013296813974944283
1389,jj_l_dEta,bjets_mean_pt,0.01342338326182882,0.00013657940523448958,0.01328680385659433
1149,blnu_lnu_mT,bjets_dEta,0.013352665006278845,6.698396012898289e-05,0.013285681046149862
151,all_mInv,ak4_jet3_bscore,0.018496851685035415,0.005213630028587789,0.013283221656447627
864,ak4_jet0_bscore,bjets_dEta,0.013902146308867967,0.0006288754258268782,0.013273270883041088
20,bjet0_pt,jj_lnu_dEta,0.013475218856023832,0.00021101908728680605,0.013264199768737026
859,ak4_jet0_bscore,bjets_dR,0.020635192545190844,0.007383478398573038,0.013251714146617806
1697,ak4_jet0_eta,blnu_mT,0.016514131995017996,0.003278249203767191,0.013235882791250805
1659,bjet1_pt,lep0_eta,0.013317116443927097,8.143440400396745e-05,0.01323568203992313
677,ak4_jet2_pt,trijet_mInv,0.1150573334755404,0.1018222328713699,0.013235100604170491
1266,trijet_pt,bb_lnu_dEta,0.014049982255969002,0.0008371831879023552,0.013212799068066647
1013,all_pt,bb_lnu_dR,0.01674520539334696,0.003533707912935377,0.013211497480411581
2032,all_jets_HT,jj_lnu_dPhi,0.019392952856279295,0.006204472169570433,0.013188480686708862
452,ak4_jet1_pt,jj_l_dEta,0.01382214008197168,0.0006416588464442166,0.013180481235527463
2130,bjets_dEta,bjet_bijet_dR,0.023434285300317645,0.010254028792998967,0.013180256507318678
1708,ak4_jet0_eta,bjets_mbb,0.015641676873097525,0.0024707148819089406,0.013170961991188584
1687,ak4_jet0_eta,ak4_jet1_phi,0.013165123041947557,8.099444191153604e-06,0.013157023597756404
1012,all_pt,bjet_bijet_dR,0.013676114983038855,0.0005201567540878728,0.013155958228950982
1901,ak4_jet1_phi,blnu_mT,0.01316270325441321,8.076568048673294e-06,0.013154626686364537
198,ak4_jet2_bscore,bjet_bijet_dPhi,0.01355827240190936,0.00040911770303304895,0.01314915469887631
642,bjet_bijet_dPhi,bb_lnu_dEta,0.0244319558247184,0.011285274713224821,0.013146681111493579
1798,ak4_jet2_eta,ak4_jet2_phi,0.01315885225260987,1.4913893556282865e-05,0.013143938359053586
685,ak4_jet2_pt,ak4_jet1_eta,0.01327540493539367,0.00013330452984312152,0.013142100405550548
1995,bb_lnu_dEta,met_pt,0.013977732264401105,0.0008620575537709452,0.01311567471063016
534,min_b_lnu_dPhi,bjets_mean_pt,0.024984305154585666,0.011871240076155969,0.013113065078429697
1792,lep0_phi,bjets_mbb,0.013110249973567283,5.97480040194498e-06,0.013104275173165338
234,ak4_jet2_bscore,trijet_bijet_dPhi,0.020361740813943437,0.007261470426287567,0.01310027038765587
145,all_mInv,trijet_bijet_dR,0.024856133596386103,0.03794708702235411,0.013090953425968006
839,ak4_jet0_bscore,ak4_jet0_eta,0.026763710116831426,0.013673222996434892,0.013090487120396534
413,lep0_pt,lep0_eta,0.01469810729559766,0.0016136605953183426,0.013084446700279317
105,ak4_jet0_pt,met_phi,0.013079226273425164,5.796870961090328e-06,0.013073429402464073
255,ak4_jet1_bscore,lep0_pt,0.01342563447355067,0.0003574027504826653,0.013068231723068004
342,min_b_l_dPhi,bjet_bijet_dEta,0.01332645369156131,0.00025985954479203904,0.013066594146769271
1086,trijet_bijet_dR,met_phi,0.013062597266523299,5.619657057039096e-06,0.01305697760946626
893,min_b_l_dR,ak4_jet2_eta,0.013645183891258326,0.0006113289182661588,0.013033854972992167
1645,bjet_bijet_dEta,bb_lnu_dR,0.015858609303531408,0.0028367689304858515,0.013021840373045556
171,all_mInv,lep0_eta,0.017199918502633454,0.004191652868948598,0.013008265633684856
564,WW_pt,ak4_jet3_bscore,0.015731969039781687,0.002727389041584493,0.013004579998197194
1806,ak4_jet2_eta,met_pt,0.01302659760182276,2.671862805939118e-05,0.012999878973763368
335,min_b_l_dPhi,jj_l_dEta,0.013243888827504088,0.00024457215657161177,0.012999316670932477
338,min_b_l_dPhi,trijet_mInv,0.016642463500053942,0.0036496154160191134,0.012992848084034829
1797,ak4_jet2_eta,ak4_jet1_phi,0.012987678014180996,6.14040709902286e-06,0.012981537607081973
362,min_b_l_dPhi,blnu_mT,0.01788495343578272,0.004913863295704257,0.012971090140078464
1298,jj_l_dR,ak4_jet2_eta,0.015245657377144818,0.0022810947643798762,0.012964562612764942
692,ak4_jet2_pt,ak4_jet2_phi,0.012949723417416955,6.161694943628004e-06,0.012943561722473327
1832,ak4_jet3_eta,blnu_mT,0.014089137181674594,0.0011663601875684278,0.012922776994106166
901,min_b_l_dR,mjj,0.01635014915885094,0.003430225224021345,0.012919923934829596
1981,mjj,bjets_dR,0.014056401807177422,0.0011408177538797318,0.01291558405329769
1445,blnu_bl_mInv,nAK4_btag,0.01696867713621006,0.004063221676707043,0.012905455459503015
287,ak4_jet1_bscore,lep0_phi,0.01290792994313798,5.50016462777525e-06,0.012902429778510204
1378,jj_l_dEta,ak4_jet3_eta,0.03921884679627001,0.02632031028599632,0.01289853651027369
1336,ak4_jet3_bscore,ak4_jet1_eta,0.013146096176933287,0.0002492352341421991,0.012896860942791088
1213,jj_lnu_dR,ak4_jet1_eta,0.01690685148579136,0.004011658961579855,0.012895192524211504
1932,ak4_jet2_phi,bjets_pt_bb,0.012891473943168665,4.94936227170284e-06,0.012886524580896962
1934,ak4_jet2_phi,blnu_pt,0.012883627039077167,6.285801452676765e-06,0.01287734123762449
1167,jj_lnu_dEta,bjet1_pt,0.013056042559472281,0.00019079467088773533,0.012865247888584546
212,ak4_jet2_bscore,jj_l_dR,0.013538495766585789,0.0006783799754572252,0.012860115791128564
39,bjet0_pt,ak4_jet3_eta,0.012990199109459016,0.00013143765302243982,0.012858761456436576
1176,jj_lnu_dEta,ak4_jet1_phi,0.01285525462581787,6.145254905769171e-06,0.0128491093709121
1577,nAK4_nonbtag,bb_lnu_dPhi,0.017417709021695846,0.00458206197905363,0.012835647042642217
576,WW_pt,ak4_jet1_eta,0.012853329668839078,2.221888264837546e-05,0.012831110786190703
626,bjet_bijet_dPhi,nAK4_btag,0.013900955895089037,0.00107190305792923,0.012829052837159807
1731,ak4_jet3_phi,jj_lnu_dPhi,0.012832737956238637,3.928321259699663e-06,0.012828809634978938
205,ak4_jet2_bscore,all_pt,0.012952489860032203,0.00013499493203684293,0.01281749492799536
831,ak4_jet0_bscore,WW_mT,0.05432375202123464,0.06713991956670631,0.012816167545471671
1216,jj_lnu_dR,ak4_jet3_eta,0.014604717852529245,0.0017911350583901808,0.012813582794139064
1875,met_phi,WW_mInv,0.012818423514264928,7.5507668953131435e-06,0.012810872747369615
1653,bjet1_pt,ak4_jet2_eta,0.013066627524690237,0.00026353422517715747,0.012803093299513079
2019,WW_mInv,bjets_dEta,0.013641754703359297,0.0008434639924936871,0.01279829071086561
528,min_b_lnu_dPhi,lep0_eta,0.012807939345388118,2.2576447057186255e-05,0.012785362898330932
419,lep0_pt,bjets_mean_pt,0.01836932671780506,0.005593227865488243,0.012776098852316817
1083,trijet_bijet_dR,ak4_jet2_eta,0.01628698654846405,0.0035218154527105854,0.012765171095753463
395,lep0_pt,WW_mT,0.07324777736229261,0.08599089128704715,0.012743113924754537
1716,ak4_jet3_phi,ak4_jet1_phi,0.01655829596353873,0.0038157237794537724,0.012742572184084956
1377,jj_l_dEta,ak4_jet2_eta,0.043816538591283996,0.0310745084655835,0.012742030125700497
745,all_mT,ak4_jet2_phi,0.012745025649641143,5.1951184945192574e-06,0.012739830531146624
1341,ak4_jet3_bscore,met_phi,0.012744736934461612,7.522232900007697e-06,0.012737214701561604
842,ak4_jet0_bscore,lep0_phi,0.012741228211377291,8.37872816993046e-06,0.01273284948320736
1671,bjet1_pt,trijet_bijet_dEta,0.019058262868457538,0.006326111503726084,0.012732151364731454
470,ak4_jet1_pt,ak4_jet2_phi,0.012735538511121972,5.362303045319816e-06,0.012730176208076652
1978,mjj,met_pt,0.021339535819336147,0.008612535720806037,0.01272700009853011
230,ak4_jet2_bscore,met_phi,0.012731683945260613,5.327750177926138e-06,0.012726356195082687
1654,bjet1_pt,ak4_jet3_eta,0.013218453244643377,0.0004922062663971008,0.012726246978246276
1718,ak4_jet3_phi,lep0_eta,0.012729151507459551,7.075061417768924e-06,0.012722076446041782
3,bjet0_pt,ak4_jet1_bscore,0.04663655263730518,0.0339150768669475,0.012721475770357676
1779,lep0_phi,bjets_mean_pt,0.012721791088191832,6.776393112625789e-06,0.012715014695079206
466,ak4_jet1_pt,ak4_jet3_eta,0.012836352727657444,0.00013831347911988368,0.01269803924853756
1333,ak4_jet3_bscore,bjet1_pt,0.03651518905319601,0.02381731133591807,0.012697877717277938
582,WW_pt,ak4_jet1_phi,0.012702795887008244,5.929633666475198e-06,0.012696866253341769
276,ak4_jet1_bscore,WW_mT,0.015451352166911188,0.0027561796101053804,0.012695172556805807
788,trijet_pt_rat,ak4_jet0_eta,0.012936979031894207,0.00025813119699773235,0.012678847834896475
947,ak4_jet3_pt,ak4_jet2_phi,0.012679535010466137,6.293539509726054e-06,0.012673241470956411
1817,ak4_jet2_eta,bjets_pt_bb,0.012688155095986486,1.688165721062257e-05,0.012671273438775863
34,bjet0_pt,ak4_jet0_eta,0.014065299804787105,0.0014059224360753395,0.012659377368711765
1580,nAK4_nonbtag,bb_lnu_dR,0.016930014496080965,0.004280300033509028,0.012649714462571937
394,lep0_pt,jj_l_dEta,0.014404645009382606,0.001758295996453215,0.012646349012929391
970,all_pt,trijet_bijet_dR,0.013142069687974569,0.0004969689397357618,0.012645100748238807
1782,lep0_phi,bjets_dPhi,0.012643716029282808,6.06533429748507e-06,0.012637650694985323
1776,lep0_phi,bb_lnu_dEta,0.012640308519248356,5.130273190059875e-06,0.012635178246058296
1361,ak4_jet3_bscore,bb_lnu_dR,0.01651174692605081,0.003885487130058398,0.012626259795992412
1046,jj_l_dPhi,bb_lnu_dEta,0.013467315083152711,0.00084485013390391,0.012622464949248801
197,ak4_jet2_bscore,WW_pt,0.015186556446741384,0.0025664079632168775,0.012620148483524506
1016,all_pt,blnu_pt,0.019814947894446863,0.0071950694010951555,0.012619878493351708
1362,ak4_jet3_bscore,bjets_pt_bb,0.015499174846872472,0.0028798364690038707,0.012619338377868602
1807,ak4_jet2_eta,blnu_mT,0.014352989147108676,0.0017359707654455332,0.012617018381663143
1358,ak4_jet3_bscore,bb_lnu_dPhi,0.015704000693892564,0.003092159186567311,0.012611841507325253
451,ak4_jet1_pt,ak4_jet3_bscore,0.019058363722596915,0.006449015256721249,0.012609348465875666
206,ak4_jet2_bscore,jj_l_dPhi,0.013528765240591607,0.0009206601922539213,0.012608105048337686
267,ak4_jet1_bscore,jj_l_dPhi,0.012839782614775492,0.00023371904943756197,0.01260606356533793
792,trijet_pt_rat,ak4_jet2_eta,0.012658331367952625,5.463180956570557e-05,0.01260369955838692
1774,lep0_phi,trijet_bijet_dPhi,0.012608859410313578,5.897715490067734e-06,0.01260296169482351
1925,ak4_jet2_phi,all_sT,0.01259705100164802,6.6643537328173186e-06,0.012590386647915203
1658,bjet1_pt,ak4_jet2_phi,0.012595273925738636,7.127490521244284e-06,0.012588146435217391
1114,blnu_lnu_mT,ak4_jet3_bscore,0.013730950129767248,0.0011489880482456818,0.012581962081521566
1296,jj_l_dR,ak4_jet1_eta,0.015509356794981406,0.002928567093551812,0.012580789701429593
629,bjet_bijet_dPhi,ak4_jet0_eta,0.012729641562977356,0.00015509912725371333,0.012574542435723642
259,ak4_jet1_bscore,bjet_bijet_dPhi,0.012750810729013004,0.00018617075609844366,0.01256463997291456
517,min_b_lnu_dPhi,bjet1_pt,0.019234134618228888,0.006677900145962312,0.012556234472266576
305,ak4_jet1_bscore,all_sT,0.016894157123976142,0.004339017256446167,0.012555139867529975
1873,met_phi,mjj,0.012555357297871526,5.8152404423458814e-06,0.01254954205742918
1909,ak4_jet1_phi,bjet_bijet_dR,0.012548041117907988,5.784990639946808e-06,0.012542256127268041
463,ak4_jet1_pt,ak4_jet1_eta,0.013071208081899738,0.0005375046448254581,0.01253370343707428
1756,ak4_jet1_eta,bjets_dR,0.017570662759681374,0.005037169303667176,0.012533493456014198
1173,jj_lnu_dEta,ak4_jet3_eta,0.049953448429989375,0.03742236474061845,0.012531083689370927
1800,ak4_jet2_eta,trijet_bijet_dPhi,0.012599163197473257,8.494815084730822e-05,0.012514215046625948
1388,jj_l_dEta,all_jets_HT,0.013790212518000135,0.0012848736102117238,0.012505338907788412
2135,bjet_bijet_dR,bb_lnu_dR,0.024349899210949256,0.011844964738217233,0.012504934472732022
1171,jj_lnu_dEta,lep0_phi,0.012505678813443857,6.3693025029593064e-06,0.012499309510940897
1980,mjj,bjets_dPhi,0.01377099984395579,0.0012747971056904298,0.01249620273826536
695,ak4_jet2_pt,mjj,0.07499265156318052,0.06249678083876641,0.012495870724414111
1894,ak4_jet1_phi,trijet_bijet_dPhi,0.012500507958188262,8.150445975102505e-06,0.01249235751221316
365,min_b_l_dPhi,all_sT,0.0215890176232142,0.00910290722174546,0.012486110401468742
637,bjet_bijet_dPhi,ak4_jet1_phi,0.012490547272514495,5.995707171718712e-06,0.012484551565342776
25,bjet0_pt,jj_l_dEta,0.012647457318167427,0.00017727317007150065,0.012470184148095927
2045,bjets_mean_pt,trijet_bijet_dEta,0.017386222248389663,0.0049498482441643205,0.012436374004225342
1345,ak4_jet3_bscore,trijet_bijet_dPhi,0.025036634715586124,0.012605258613764474,0.01243137610182165
1220,jj_lnu_dR,ak4_jet2_phi,0.012429899590140583,5.042199687915749e-06,0.012424857390452668
795,trijet_pt_rat,met_phi,0.012427023668294807,5.184866772547925e-06,0.01242183880152226
1954,lep0_eta,blnu_pt,0.013533489945549804,0.0011118077883008892,0.012421682157248915
139,all_mInv,trijet_pt_rat,0.026389284442256116,0.03880926246471963,0.012419978022463512
1882,met_phi,all_sT,0.012424675828311447,6.418583791904797e-06,0.012418257244519542
240,ak4_jet2_bscore,met_pt,0.0129230852129784,0.000514697622909472,0.012408387590068928
1489,trijet_mInv,ak4_jet3_eta,0.019560786804725117,0.0071557981268627925,0.012404988677862324
1712,ak4_jet3_phi,ak4_jet2_eta,0.012406604405272532,5.800771560156293e-06,0.012400803633712376
1948,lep0_eta,bb_lnu_dPhi,0.012418164243463335,1.8952301964011986e-05,0.012399211941499323
275,ak4_jet1_bscore,jj_l_dEta,0.012663265947308232,0.00028356637149356753,0.012379699575814664
1407,WW_mT,nAK4_nonbtag,0.010883931096906573,0.02325696289132311,0.012373031794416539
161,all_mInv,ak4_jet0_eta,0.03682958397463295,0.02445729635636118,0.01237228761827177
224,ak4_jet2_bscore,ak4_jet3_phi,0.012377180913060299,5.3724851534556195e-06,0.012371808427906843
1465,blnu_bl_mInv,met_pt,0.01721719044633154,0.0048485475257037565,0.012368642920627785
1905,ak4_jet1_phi,trijet_bijet_dEta,0.012372702531771088,6.140470519597208e-06,0.012366562061251491
143,all_mInv,all_pt,0.01640837707386535,0.00404234697370337,0.01236603010016198
796,trijet_pt_rat,ak4_jet1_phi,0.01237183236811874,6.441313220112432e-06,0.012365391054898627
