,obs_name,mu,sigma1_min,sigma1_max,sigma2_min,sigma2_max,obs_type,n_variables
19056,jj_l_dR_x_bjets_dR_x_trijet_bijet_dPhi_x_blnu_bl_mInv_x_WW_pt_x_trijet_bijet_dR_x_bjets_mbb_llr,227.9,164.1,319.7,122.4,429.1,llr_factorized,7
19057,jj_lnu_dR_x_WW_mInv_x_bjets_pt_bb_x_trijet_bijet_dPhi_x_blnu_bl_mInv_llr,227.9,163.2,319.7,122.4,432.0,llr_factorized,5
19058,WW_mInv_x_jj_lnu_dPhi_x_jj_l_dPhi_x_bjets_mbb_x_bjets_dPhi_llr,227.9,162.7,321.5,121.5,436.2,llr_factorized,5
19059,jj_l_dR_x_jj_lnu_dR_x_trijet_pt_rat_x_bjets_mbb_x_bjets_dPhi_llr,227.9,162.7,321.5,121.5,433.3,llr_factorized,5
19060,jj_l_dR_x_jj_lnu_dPhi_x_jj_l_dPhi_x_bjets_dR_x_trijet_bijet_dR_x_bjets_mbb_llr,227.9,163.6,319.7,122.4,429.1,llr_factorized,6
19061,jj_l_dR_x_jj_lnu_dPhi_x_jj_l_dPhi_x_bjets_dR_x_min_b_l_dR_x_trijet_bijet_dPhi_x_blnu_bl_mInv_x_WW_pt_x_trijet_bijet_dR_x_bjets_mbb_llr,227.9,163.2,319.7,122.4,429.0,llr_factorized,10
19062,bjets_pt_bb_x_jj_l_dPhi_x_blnu_bl_mInv_x_bjets_mbb_x_bjets_dPhi_llr,227.9,163.6,319.6,122.4,429.0,llr_factorized,5
19063,jj_l_dR_x_jj_lnu_dPhi_x_jj_l_dPhi_x_bjets_dR_x_trijet_pt_rat_x_WW_pt_llr,227.9,163.2,319.6,122.4,431.9,llr_factorized,6
19064,jj_l_dR_x_jj_lnu_dR_x_min_b_l_dR_x_trijet_pt_rat_x_WW_pt_x_trijet_bijet_dR_x_bjets_mbb_llr,227.9,163.2,319.7,122.4,429.1,llr_factorized,7
19065,jj_lnu_dR_x_WW_mInv_x_min_b_l_dR_x_blnu_bl_mInv_llr,227.9,162.4,323.3,121.1,437.5,llr_factorized,4
19066,jj_l_dR_x_jj_lnu_dR_x_jj_lnu_dPhi_x_bjets_pt_bb_x_min_b_l_dR_x_WW_pt_x_trijet_bijet_dR_x_bjets_dPhi_llr,227.9,163.6,319.6,122.4,429.0,llr_factorized,8
19067,jj_lnu_dR_x_WW_mInv_x_jj_l_dPhi_x_min_b_l_dR_x_trijet_bijet_dPhi_x_blnu_bl_mInv_x_bjets_dPhi_llr,227.9,161.0,325.1,118.8,441.5,llr_factorized,7
19068,jj_lnu_dR_x_WW_mInv_x_jj_l_dPhi_x_blnu_bl_mInv_x_WW_pt_llr,227.9,162.7,321.5,121.5,436.2,llr_factorized,5
19069,jj_l_dR_x_bjets_dR_x_trijet_bijet_dR_x_bjets_mbb_x_bjets_dPhi_llr,227.9,163.2,319.7,122.4,429.1,llr_factorized,5
19070,jj_lnu_dR_x_bjets_pt_bb_x_bjets_dR_x_min_b_l_dR_x_WW_pt_x_trijet_bijet_dR_llr,227.9,163.2,319.7,122.4,429.1,llr_factorized,6
19071,jj_lnu_dR_x_jj_lnu_dPhi_x_bjets_pt_bb_x_bjets_dR_x_min_b_l_dR_x_trijet_bijet_dR_x_bjets_dPhi_llr,227.9,163.2,319.7,122.4,429.1,llr_factorized,7
19072,jj_lnu_dPhi_x_bjets_pt_bb_x_trijet_pt_rat_x_blnu_bl_mInv_x_bjets_mbb_llr,228.0,163.3,319.8,122.5,429.2,llr_factorized,5
19073,jj_l_dR_x_jj_lnu_dR_x_WW_mInv_x_jj_lnu_dPhi_x_bjets_pt_bb_x_min_b_l_dR_x_trijet_bijet_dPhi_x_trijet_bijet_dR_llr,228.0,161.1,325.2,118.9,444.6,llr_factorized,8
19074,jj_lnu_dPhi_x_bjets_pt_bb_x_bjets_dR_x_blnu_bl_mInv_x_trijet_bijet_dR_x_bjets_mbb_llr,228.0,163.7,319.8,122.5,429.2,llr_factorized,6
19075,jj_l_dR_x_jj_lnu_dR_x_WW_mInv_x_jj_lnu_dPhi_x_bjets_dR_x_trijet_bijet_dPhi_x_trijet_pt_rat_x_trijet_bijet_dR_x_bjets_mbb_llr,228.0,161.6,325.2,119.8,441.7,llr_factorized,9
19076,jj_l_dR_x_WW_mInv_x_jj_lnu_dPhi_x_jj_l_dPhi_x_min_b_l_dR_x_trijet_pt_rat_x_WW_pt_llr,228.0,162.7,321.6,121.6,436.3,llr_factorized,7
19077,jj_l_dR_x_jj_lnu_dR_x_jj_lnu_dPhi_x_WW_pt_x_trijet_bijet_dR_x_bjets_mbb_llr,228.2,163.5,320.1,122.6,432.6,llr_factorized,6
19078,jj_lnu_dR_x_WW_mInv_x_jj_lnu_dPhi_x_jj_l_dPhi_x_trijet_bijet_dPhi_x_trijet_pt_rat_x_WW_pt_x_trijet_bijet_dR_x_bjets_mbb_x_bjets_dPhi_llr,228.2,162.1,325.6,120.4,442.2,llr_factorized,10
19079,jj_lnu_dR_x_jj_l_dPhi_x_bjets_dR_x_trijet_bijet_dR_x_bjets_mbb_llr,228.2,163.5,320.1,122.6,429.7,llr_factorized,5
19080,jj_lnu_dR_x_WW_mInv_x_jj_lnu_dPhi_x_bjets_dR_x_trijet_bijet_dPhi_x_trijet_bijet_dR_x_bjets_mbb_x_bjets_dPhi_llr,228.2,160.7,327.4,118.1,449.2,llr_factorized,8
19081,jj_l_dR_x_jj_lnu_dR_x_jj_lnu_dPhi_x_jj_l_dPhi_x_bjets_dR_x_min_b_l_dR_x_trijet_pt_rat_x_trijet_bijet_dR_x_bjets_mbb_llr,228.2,163.2,320.1,122.1,432.6,llr_factorized,9
19082,jj_lnu_dR_x_WW_mInv_x_jj_l_dPhi_x_bjets_dR_x_min_b_l_dR_x_trijet_bijet_dPhi_x_trijet_bijet_dR_x_bjets_mbb_llr,228.2,162.1,323.8,120.4,440.9,llr_factorized,8
19083,jj_l_dR_x_jj_lnu_dR_x_WW_mInv_x_jj_lnu_dPhi_x_bjets_dR_x_trijet_bijet_dPhi_x_trijet_bijet_dR_x_bjets_mbb_llr,228.2,162.6,323.8,121.3,438.1,llr_factorized,8
19084,WW_mInv_x_bjets_dR_x_min_b_l_dR_x_trijet_bijet_dR_x_bjets_mbb_llr,228.2,162.4,323.8,120.8,438.1,llr_factorized,5
19085,jj_lnu_dR_x_trijet_pt_rat_x_WW_pt_x_bjets_mbb_x_bjets_dPhi_llr,228.2,163.2,322.0,122.1,433.9,llr_factorized,5
19086,jj_l_dR_x_bjets_pt_bb_x_trijet_bijet_dPhi_x_blnu_bl_mInv_x_WW_pt_x_trijet_bijet_dR_x_bjets_mbb_llr,228.2,163.9,320.1,122.6,429.7,llr_factorized,7
19087,WW_mInv_x_jj_lnu_dPhi_x_bjets_pt_bb_x_trijet_bijet_dPhi_x_trijet_pt_rat_x_bjets_dPhi_llr,228.2,159.3,329.2,117.2,456.1,llr_factorized,6
19088,jj_l_dR_x_jj_lnu_dPhi_x_bjets_pt_bb_x_min_b_l_dR_x_trijet_bijet_dPhi_x_trijet_pt_rat_x_blnu_bl_mInv_x_trijet_bijet_dR_x_bjets_mbb_llr,228.2,162.9,322.0,121.7,433.9,llr_factorized,9
19089,jj_lnu_dR_x_WW_mInv_x_jj_l_dPhi_x_min_b_l_dR_x_trijet_pt_rat_x_WW_pt_llr,228.2,162.6,322.9,121.3,437.4,llr_factorized,6
19090,jj_l_dR_x_jj_lnu_dR_x_bjets_pt_bb_x_trijet_bijet_dPhi_x_trijet_bijet_dR_x_bjets_mbb_x_bjets_dPhi_llr,228.2,162.9,322.0,121.7,433.9,llr_factorized,7
19091,jj_l_dR_x_jj_lnu_dR_x_jj_lnu_dPhi_x_bjets_pt_bb_x_jj_l_dPhi_x_min_b_l_dR_x_blnu_bl_mInv_x_WW_pt_x_trijet_bijet_dR_llr,228.2,164.3,320.1,122.6,429.7,llr_factorized,9
19092,jj_lnu_dR_x_jj_lnu_dPhi_x_jj_l_dPhi_x_bjets_dR_x_blnu_bl_mInv_llr,228.2,163.5,320.1,122.6,432.6,llr_factorized,5
19093,jj_l_dR_x_jj_lnu_dR_x_WW_mInv_x_jj_l_dPhi_x_min_b_l_dR_x_blnu_bl_mInv_x_trijet_bijet_dR_llr,228.2,162.4,323.8,120.8,440.9,llr_factorized,7
19094,jj_lnu_dR_x_jj_lnu_dPhi_x_bjets_pt_bb_x_jj_l_dPhi_x_bjets_dR_x_trijet_bijet_dPhi_x_trijet_pt_rat_x_blnu_bl_mInv_x_WW_pt_llr,228.2,163.5,320.1,122.6,429.7,llr_factorized,9
19095,WW_mInv_x_bjets_pt_bb_x_bjets_dR_x_trijet_bijet_dPhi_x_WW_pt_x_trijet_bijet_dR_x_bjets_dPhi_llr,228.2,161.8,325.6,119.9,445.1,llr_factorized,7
19096,jj_l_dR_x_bjets_pt_bb_x_bjets_dR_x_trijet_pt_rat_x_trijet_bijet_dR_x_bjets_dPhi_llr,228.2,163.5,320.1,122.6,429.7,llr_factorized,6
19097,jj_lnu_dR_x_bjets_pt_bb_x_bjets_dR_x_min_b_l_dR_x_trijet_bijet_dR_x_bjets_dPhi_llr,228.2,163.5,320.1,122.6,429.7,llr_factorized,6
19098,jj_l_dR_x_WW_mInv_x_jj_lnu_dPhi_x_trijet_pt_rat_x_trijet_bijet_dR_x_bjets_mbb_x_bjets_dPhi_llr,228.2,162.9,322.0,121.7,436.8,llr_factorized,7
19099,WW_mInv_x_bjets_pt_bb_x_min_b_l_dR_x_trijet_bijet_dPhi_x_trijet_pt_rat_x_WW_pt_x_bjets_dPhi_llr,228.2,161.8,323.8,119.9,443.8,llr_factorized,7
19100,jj_lnu_dPhi_x_bjets_pt_bb_x_jj_l_dPhi_x_min_b_l_dR_x_trijet_pt_rat_x_blnu_bl_mInv_x_WW_pt_x_bjets_mbb_x_bjets_dPhi_llr,228.2,163.5,320.1,122.6,429.7,llr_factorized,9
19101,jj_l_dR_x_jj_lnu_dR_x_WW_mInv_x_jj_lnu_dPhi_x_jj_l_dPhi_x_trijet_bijet_dPhi_x_trijet_pt_rat_x_bjets_mbb_x_bjets_dPhi_llr,228.2,162.4,323.8,120.8,440.9,llr_factorized,9
19102,jj_l_dR_x_jj_l_dPhi_x_bjets_dR_x_trijet_bijet_dPhi_x_trijet_pt_rat_x_WW_pt_x_bjets_mbb_llr,228.2,163.5,320.1,122.6,429.7,llr_factorized,7
19103,jj_l_dR_x_jj_l_dPhi_x_bjets_dR_x_min_b_l_dR_x_trijet_pt_rat_x_blnu_bl_mInv_x_WW_pt_llr,228.2,163.5,320.1,122.6,429.7,llr_factorized,7
19104,WW_mInv_x_bjets_dR_x_bjets_mbb_llr,228.2,162.4,323.8,120.8,440.9,llr_factorized,3
19105,jj_l_dR_x_WW_mInv_x_jj_l_dPhi_x_min_b_l_dR_x_trijet_bijet_dPhi_x_blnu_bl_mInv_x_bjets_dPhi_llr,228.2,161.3,325.6,119.0,442.2,llr_factorized,7
19106,jj_l_dR_x_jj_lnu_dR_x_bjets_dR_x_trijet_bijet_dPhi_x_trijet_pt_rat_x_blnu_bl_mInv_x_WW_pt_x_bjets_dPhi_llr,228.2,163.5,320.1,122.6,432.6,llr_factorized,8
19107,jj_l_dR_x_jj_lnu_dR_x_WW_mInv_x_jj_lnu_dPhi_x_jj_l_dPhi_x_bjets_dR_x_trijet_bijet_dPhi_x_WW_pt_x_trijet_bijet_dR_x_bjets_dPhi_llr,228.2,162.6,322.0,121.3,436.8,llr_factorized,10
19108,jj_lnu_dPhi_x_bjets_pt_bb_x_trijet_pt_rat_x_bjets_mbb_x_bjets_dPhi_llr,228.2,162.4,322.0,120.8,436.8,llr_factorized,5
19109,jj_l_dR_x_jj_lnu_dR_x_jj_lnu_dPhi_x_jj_l_dPhi_x_bjets_dR_x_min_b_l_dR_x_trijet_pt_rat_x_blnu_bl_mInv_x_WW_pt_x_trijet_bijet_dR_llr,228.2,163.5,320.1,122.6,432.6,llr_factorized,10
19110,WW_mInv_x_jj_lnu_dPhi_x_jj_l_dPhi_x_min_b_l_dR_x_trijet_bijet_dPhi_x_trijet_pt_rat_x_blnu_bl_mInv_x_trijet_bijet_dR_x_bjets_mbb_x_bjets_dPhi_llr,228.2,156.0,334.7,111.9,468.1,llr_factorized,10
19111,jj_l_dR_x_jj_lnu_dPhi_x_jj_l_dPhi_x_min_b_l_dR_x_trijet_bijet_dPhi_x_blnu_bl_mInv_x_bjets_mbb_llr,228.2,163.5,320.1,122.6,432.6,llr_factorized,7
19112,jj_l_dR_x_min_b_l_dR_x_blnu_bl_mInv_x_trijet_bijet_dR_x_bjets_mbb_llr,228.2,163.5,320.1,122.6,429.7,llr_factorized,5
19113,jj_l_dR_x_jj_lnu_dR_x_WW_mInv_x_jj_lnu_dPhi_x_jj_l_dPhi_x_bjets_dR_x_min_b_l_dR_llr,228.2,163.5,320.1,122.6,432.6,llr_factorized,7
19114,jj_l_dR_x_jj_lnu_dPhi_x_bjets_pt_bb_x_trijet_bijet_dPhi_x_trijet_pt_rat_x_blnu_bl_mInv_x_WW_pt_x_trijet_bijet_dR_x_bjets_mbb_llr,228.2,163.5,320.1,122.6,429.7,llr_factorized,9
19115,jj_l_dR_x_jj_lnu_dR_x_bjets_pt_bb_x_min_b_l_dR_x_trijet_bijet_dPhi_x_blnu_bl_mInv_x_WW_pt_x_bjets_dPhi_llr,228.2,163.5,319.2,122.6,429.0,llr_factorized,8
19116,jj_l_dR_x_jj_lnu_dR_x_jj_lnu_dPhi_x_trijet_bijet_dPhi_x_blnu_bl_mInv_x_bjets_mbb_llr,228.2,162.9,322.0,121.7,433.9,llr_factorized,6
19117,jj_l_dR_x_jj_lnu_dPhi_x_bjets_pt_bb_x_bjets_dR_x_min_b_l_dR_x_trijet_bijet_dPhi_x_bjets_dPhi_llr,228.2,164.3,320.1,122.6,429.7,llr_factorized,7
19118,jj_l_dR_x_jj_lnu_dR_x_WW_mInv_x_jj_lnu_dPhi_x_trijet_pt_rat_x_WW_pt_x_trijet_bijet_dR_x_bjets_dPhi_llr,228.2,162.4,322.0,120.8,439.7,llr_factorized,8
19119,jj_l_dR_x_jj_lnu_dR_x_WW_mInv_x_bjets_dR_x_trijet_bijet_dPhi_x_trijet_bijet_dR_x_bjets_mbb_llr,228.2,162.4,323.8,120.8,438.1,llr_factorized,7
19120,jj_lnu_dR_x_bjets_pt_bb_x_jj_l_dPhi_x_bjets_dR_x_min_b_l_dR_x_trijet_bijet_dPhi_x_trijet_bijet_dR_x_bjets_mbb_x_bjets_dPhi_llr,228.2,163.5,322.0,122.6,433.9,llr_factorized,9
19121,jj_l_dR_x_jj_lnu_dPhi_x_bjets_dR_x_min_b_l_dR_x_trijet_pt_rat_x_blnu_bl_mInv_llr,228.2,163.5,320.1,122.6,432.6,llr_factorized,6
19122,jj_l_dR_x_jj_lnu_dR_x_trijet_bijet_dPhi_x_blnu_bl_mInv_x_WW_pt_x_trijet_bijet_dR_x_bjets_mbb_x_bjets_dPhi_llr,228.2,163.5,320.1,122.6,429.7,llr_factorized,8
19123,jj_l_dR_x_jj_lnu_dPhi_x_trijet_pt_rat_x_WW_pt_x_trijet_bijet_dR_x_bjets_mbb_x_bjets_dPhi_llr,228.2,163.5,320.1,122.6,429.7,llr_factorized,7
19124,jj_lnu_dR_x_WW_mInv_x_jj_lnu_dPhi_x_jj_l_dPhi_x_bjets_dR_x_trijet_bijet_dPhi_x_blnu_bl_mInv_x_trijet_bijet_dR_llr,228.2,159.9,327.4,118.1,449.2,llr_factorized,8
19125,jj_l_dR_x_jj_lnu_dR_x_jj_l_dPhi_x_bjets_dR_x_min_b_l_dR_x_trijet_bijet_dPhi_x_blnu_bl_mInv_x_WW_pt_x_bjets_dPhi_llr,228.2,163.5,320.1,122.6,429.7,llr_factorized,9
19126,jj_l_dR_x_WW_mInv_x_jj_lnu_dPhi_x_jj_l_dPhi_x_bjets_dR_x_trijet_bijet_dPhi_x_trijet_pt_rat_x_trijet_bijet_dR_x_bjets_mbb_x_bjets_dPhi_llr,228.2,161.5,325.6,119.5,445.1,llr_factorized,10
19127,jj_l_dR_x_jj_lnu_dR_x_jj_lnu_dPhi_x_bjets_dR_x_trijet_bijet_dPhi_x_bjets_mbb_x_bjets_dPhi_llr,228.2,163.5,320.1,122.6,432.6,llr_factorized,7
19128,jj_l_dR_x_bjets_pt_bb_x_trijet_pt_rat_x_blnu_bl_mInv_x_WW_pt_x_bjets_dPhi_llr,228.2,163.5,320.1,122.6,429.7,llr_factorized,6
19129,jj_lnu_dR_x_jj_lnu_dPhi_x_bjets_pt_bb_x_trijet_bijet_dPhi_x_WW_pt_x_bjets_mbb_llr,228.2,163.5,320.1,122.6,431.2,llr_factorized,6
19130,jj_l_dR_x_min_b_l_dR_x_trijet_pt_rat_x_blnu_bl_mInv_x_trijet_bijet_dR_x_bjets_mbb_x_bjets_dPhi_llr,228.2,163.2,322.0,122.1,433.9,llr_factorized,7
19131,jj_l_dR_x_WW_mInv_x_jj_lnu_dPhi_x_jj_l_dPhi_x_trijet_pt_rat_x_trijet_bijet_dR_x_bjets_mbb_x_bjets_dPhi_llr,228.2,162.4,323.8,120.8,438.1,llr_factorized,8
19132,jj_lnu_dR_x_jj_lnu_dPhi_x_bjets_pt_bb_x_bjets_dR_x_min_b_l_dR_x_trijet_pt_rat_x_WW_pt_x_trijet_bijet_dR_llr,228.2,163.5,320.1,122.6,429.7,llr_factorized,8
19133,jj_lnu_dR_x_WW_mInv_x_bjets_dR_x_min_b_l_dR_x_trijet_bijet_dPhi_x_trijet_bijet_dR_x_bjets_mbb_x_bjets_dPhi_llr,228.2,161.8,323.8,119.9,443.8,llr_factorized,8
19134,jj_l_dR_x_jj_lnu_dR_x_jj_lnu_dPhi_x_bjets_dR_x_min_b_l_dR_x_trijet_bijet_dPhi_x_trijet_pt_rat_x_blnu_bl_mInv_x_trijet_bijet_dR_x_bjets_mbb_x_bjets_dPhi_llr,228.2,162.9,322.0,121.7,433.9,llr_factorized,11
19135,jj_l_dR_x_jj_lnu_dPhi_x_bjets_pt_bb_x_jj_l_dPhi_x_bjets_dR_x_min_b_l_dR_x_trijet_pt_rat_x_trijet_bijet_dR_llr,228.2,163.5,320.1,122.6,429.7,llr_factorized,8
19136,jj_l_dR_x_jj_lnu_dR_x_jj_l_dPhi_x_min_b_l_dR_x_trijet_bijet_dPhi_x_blnu_bl_mInv_x_bjets_mbb_llr,228.2,163.5,320.1,122.6,432.6,llr_factorized,7
19137,jj_lnu_dR_x_jj_lnu_dPhi_x_bjets_pt_bb_x_jj_l_dPhi_x_bjets_dR_x_min_b_l_dR_x_trijet_bijet_dPhi_x_WW_pt_x_trijet_bijet_dR_x_bjets_mbb_llr,228.2,163.5,320.1,122.6,429.7,llr_factorized,10
19138,jj_l_dR_x_jj_lnu_dR_x_jj_lnu_dPhi_x_jj_l_dPhi_x_min_b_l_dR_x_trijet_bijet_dPhi_x_trijet_pt_rat_x_blnu_bl_mInv_x_bjets_mbb_llr,228.2,162.4,323.8,120.8,438.1,llr_factorized,9
19139,WW_mInv_x_jj_lnu_dPhi_x_jj_l_dPhi_x_min_b_l_dR_x_blnu_bl_mInv_x_WW_pt_x_trijet_bijet_dR_llr,228.2,162.4,322.0,120.8,439.7,llr_factorized,7
19140,jj_l_dR_x_jj_lnu_dR_x_bjets_pt_bb_x_bjets_dR_x_min_b_l_dR_x_trijet_bijet_dPhi_x_trijet_pt_rat_x_blnu_bl_mInv_x_WW_pt_x_trijet_bijet_dR_llr,228.2,163.5,320.1,122.6,429.7,llr_factorized,10
19141,jj_lnu_dR_x_bjets_pt_bb_x_jj_l_dPhi_x_trijet_bijet_dPhi_x_trijet_pt_rat_x_blnu_bl_mInv_x_trijet_bijet_dR_x_bjets_mbb_x_bjets_dPhi_llr,228.2,162.6,322.0,121.3,436.8,llr_factorized,9
19142,jj_l_dR_x_jj_lnu_dR_x_WW_mInv_x_bjets_pt_bb_x_trijet_bijet_dPhi_x_WW_pt_llr,228.2,163.5,320.1,122.6,432.6,llr_factorized,6
19143,jj_lnu_dR_x_WW_mInv_x_jj_lnu_dPhi_x_min_b_l_dR_x_trijet_pt_rat_x_blnu_bl_mInv_x_trijet_bijet_dR_x_bjets_dPhi_llr,228.2,159.9,327.4,118.1,452.0,llr_factorized,8
19144,jj_lnu_dPhi_x_jj_l_dPhi_x_bjets_dR_x_blnu_bl_mInv_x_bjets_mbb_x_bjets_dPhi_llr,228.2,163.5,320.1,122.6,432.6,llr_factorized,6
19145,jj_lnu_dR_x_WW_mInv_x_jj_lnu_dPhi_x_trijet_bijet_dPhi_x_blnu_bl_mInv_x_WW_pt_x_trijet_bijet_dR_x_bjets_dPhi_llr,228.2,160.7,327.4,118.1,449.2,llr_factorized,8
19146,jj_l_dR_x_jj_l_dPhi_x_bjets_dR_x_min_b_l_dR_x_trijet_bijet_dPhi_x_blnu_bl_mInv_x_WW_pt_x_trijet_bijet_dR_x_bjets_mbb_llr,228.2,163.5,320.1,122.6,429.7,llr_factorized,9
19147,jj_lnu_dR_x_jj_lnu_dPhi_x_bjets_pt_bb_x_bjets_dR_x_trijet_bijet_dPhi_x_trijet_pt_rat_x_blnu_bl_mInv_x_WW_pt_x_trijet_bijet_dR_x_bjets_mbb_llr,228.2,163.5,320.1,122.6,432.6,llr_factorized,10
19148,jj_l_dR_x_jj_lnu_dR_x_min_b_l_dR_x_trijet_bijet_dPhi_x_blnu_bl_mInv_x_WW_pt_x_trijet_bijet_dR_x_bjets_mbb_x_bjets_dPhi_llr,228.2,163.5,320.1,122.6,429.7,llr_factorized,9
19149,jj_l_dR_x_jj_lnu_dR_x_jj_lnu_dPhi_x_jj_l_dPhi_x_min_b_l_dR_x_trijet_pt_rat_x_blnu_bl_mInv_x_trijet_bijet_dR_x_bjets_mbb_llr,228.2,162.9,322.0,121.7,433.9,llr_factorized,9
19150,bjets_pt_bb_x_jj_l_dPhi_x_bjets_dR_x_blnu_bl_mInv_x_WW_pt_x_trijet_bijet_dR_x_bjets_mbb_llr,228.2,162.9,320.1,121.7,432.6,llr_factorized,7
19151,jj_lnu_dR_x_WW_mInv_x_jj_lnu_dPhi_x_jj_l_dPhi_x_min_b_l_dR_x_trijet_bijet_dPhi_x_blnu_bl_mInv_x_bjets_dPhi_llr,228.2,161.4,325.6,119.9,442.2,llr_factorized,8
19152,WW_mInv_x_jj_lnu_dPhi_x_trijet_bijet_dPhi_x_trijet_pt_rat_x_WW_pt_x_bjets_mbb_llr,228.2,161.8,325.6,119.9,445.1,llr_factorized,6
19153,WW_mInv_x_jj_l_dPhi_x_bjets_dR_x_trijet_pt_rat_x_trijet_bijet_dR_x_bjets_mbb_x_bjets_dPhi_llr,228.2,161.8,325.6,119.9,445.1,llr_factorized,7
19154,jj_l_dR_x_jj_lnu_dR_x_jj_lnu_dPhi_x_trijet_bijet_dPhi_x_WW_pt_x_bjets_mbb_x_bjets_dPhi_llr,228.2,163.5,320.1,122.6,432.6,llr_factorized,7
19155,jj_l_dR_x_jj_lnu_dR_x_jj_l_dPhi_x_bjets_dR_x_min_b_l_dR_x_trijet_pt_rat_x_blnu_bl_mInv_x_bjets_dPhi_llr,228.2,163.5,320.1,122.6,432.6,llr_factorized,8
19156,jj_l_dR_x_WW_mInv_x_jj_l_dPhi_x_trijet_pt_rat_x_blnu_bl_mInv_x_trijet_bijet_dR_llr,228.2,160.2,329.2,117.2,453.2,llr_factorized,6
19157,jj_l_dR_x_jj_lnu_dR_x_bjets_pt_bb_x_min_b_l_dR_x_blnu_bl_mInv_x_trijet_bijet_dR_llr,228.2,163.5,320.1,122.6,429.7,llr_factorized,6
19158,jj_l_dR_x_jj_lnu_dR_x_jj_lnu_dPhi_x_jj_l_dPhi_x_bjets_dR_x_trijet_pt_rat_x_WW_pt_llr,228.2,163.5,320.1,122.6,432.6,llr_factorized,7
19159,jj_lnu_dR_x_jj_lnu_dPhi_x_bjets_pt_bb_x_jj_l_dPhi_x_min_b_l_dR_x_trijet_pt_rat_x_WW_pt_x_bjets_dPhi_llr,228.2,163.5,320.1,122.6,432.6,llr_factorized,8
19160,jj_l_dR_x_jj_lnu_dR_x_jj_lnu_dPhi_x_bjets_dR_x_trijet_pt_rat_x_trijet_bijet_dR_x_bjets_mbb_x_bjets_dPhi_llr,228.2,162.9,322.0,121.7,433.9,llr_factorized,8
19161,jj_lnu_dR_x_bjets_pt_bb_x_jj_l_dPhi_x_min_b_l_dR_x_trijet_pt_rat_x_WW_pt_x_bjets_dPhi_llr,228.2,163.5,320.1,122.6,432.6,llr_factorized,7
19162,jj_l_dR_x_jj_lnu_dR_x_jj_lnu_dPhi_x_bjets_pt_bb_x_jj_l_dPhi_x_bjets_dR_x_min_b_l_dR_x_trijet_bijet_dPhi_x_trijet_pt_rat_x_blnu_bl_mInv_x_trijet_bijet_dR_llr,228.2,162.6,322.0,121.3,436.8,llr_factorized,11
19163,jj_lnu_dR_x_jj_lnu_dPhi_x_bjets_pt_bb_x_jj_l_dPhi_x_min_b_l_dR_x_trijet_bijet_dPhi_x_blnu_bl_mInv_x_WW_pt_x_trijet_bijet_dR_x_bjets_mbb_llr,228.2,163.5,320.1,122.6,429.7,llr_factorized,10
19164,WW_mInv_x_bjets_pt_bb_x_trijet_bijet_dPhi_x_trijet_pt_rat_x_blnu_bl_mInv_llr,228.2,160.7,327.4,118.1,449.2,llr_factorized,5
19165,WW_mInv_x_bjets_dR_x_min_b_l_dR_x_trijet_pt_rat_x_trijet_bijet_dR_x_bjets_mbb_x_bjets_dPhi_llr,228.2,160.6,327.4,118.6,449.2,llr_factorized,7
19166,jj_l_dR_x_bjets_pt_bb_x_jj_l_dPhi_x_min_b_l_dR_x_trijet_pt_rat_x_bjets_dPhi_llr,228.2,163.5,322.0,122.6,433.9,llr_factorized,6
19167,jj_l_dR_x_jj_lnu_dPhi_x_jj_l_dPhi_x_bjets_dR_x_min_b_l_dR_x_trijet_pt_rat_x_WW_pt_x_bjets_dPhi_llr,228.2,163.5,320.1,122.6,432.6,llr_factorized,8
19168,jj_l_dR_x_jj_lnu_dPhi_x_bjets_pt_bb_x_jj_l_dPhi_x_bjets_dR_x_min_b_l_dR_x_trijet_bijet_dPhi_x_trijet_pt_rat_x_WW_pt_x_trijet_bijet_dR_x_bjets_mbb_llr,228.5,163.6,320.5,122.7,430.2,llr_factorized,11
19169,jj_l_dR_x_jj_lnu_dR_x_jj_lnu_dPhi_x_min_b_l_dR_x_trijet_bijet_dPhi_x_trijet_pt_rat_x_WW_pt_x_bjets_mbb_x_bjets_dPhi_llr,228.5,163.6,320.5,122.7,433.1,llr_factorized,9
19170,jj_l_dR_x_bjets_pt_bb_x_jj_l_dPhi_x_bjets_dR_x_trijet_bijet_dPhi_x_WW_pt_llr,228.5,164.0,320.5,122.7,430.2,llr_factorized,6
19171,bjets_pt_bb_x_jj_l_dPhi_x_bjets_dR_x_min_b_l_dR_x_blnu_bl_mInv_x_bjets_mbb_x_bjets_dPhi_llr,228.5,164.0,320.5,122.7,430.2,llr_factorized,7
19172,jj_l_dR_x_bjets_pt_bb_x_jj_l_dPhi_x_bjets_dR_x_trijet_bijet_dPhi_x_trijet_pt_rat_x_WW_pt_x_trijet_bijet_dR_x_bjets_mbb_llr,228.5,163.6,320.5,122.7,430.2,llr_factorized,9
19173,jj_l_dR_x_jj_lnu_dR_x_WW_mInv_x_jj_lnu_dPhi_x_bjets_dR_x_min_b_l_dR_x_trijet_bijet_dPhi_x_trijet_pt_rat_x_WW_pt_x_trijet_bijet_dR_llr,228.5,162.0,324.1,120.1,441.4,llr_factorized,10
